id,operacional_system,processor,memory,graphics,fk_game_id
Windows 7 64Bit Service Pack 1,Intel Core i5-2500K,3 GB RAM,Nvidia GeForce GTX 960,15 GB available space,ec4808acfd754b4f980daa0b93a56163
XP or later,2.0Ghz CPU,1 GB RAM,graphics card that supports Shader Model 2.0 or greater,200 MB available space,396c5dd6af134fbc847406a690c96f99
XP or later,2.0Ghz CPU,1 GB RAM,graphics card that supports Shader Model 2.0 or greater,200 MB available space,396c5dd6af134fbc847406a690c96f99
Windows 7 (64 Bit),Intel Core2 Duo E8400,2 GB RAM,Radeon HD 3870,500 MB available space,2ae91a1e97f848f7bd51c2cfbec61a0e
Windows 10 (64 Bit),Intel Core i3-4170 or better,4 GB RAM,Nvidia GeForce GT 640 or better,1 GB available space,2ae91a1e97f848f7bd51c2cfbec61a0e
Windows 7,Intel Core i3 or equivalent,2 GB RAM,NVIDIA GeForce GTX 650 or equivalent,5420 MB available space,d89d1ecf209d42688d82909e522f2ec1
Windows 10,Intel Core i5 or equivalent,4 GB RAM,NVIDIA GeForce GTX 960 or equivalent,5420 MB available space,d89d1ecf209d42688d82909e522f2ec1
"Windows 7 SP1, Windows 8.1, Windows 10 | 64 bit only",AMD FX-8350 @ 4.0 GHz | Ryzen 5 - 1400 | Intel Core i7-3770 @ 3.5 GHz or better,8 GB RAM,AMD Radeon R9 285 | NVIDIA GeForce GTX 660 | 2GB VRAM with Shader Model 5.0,46+ GB available space,9e32f311abd24c4aa4c7f9c5dce25e75
"Windows 7 SP1, Windows 8.1, Windows 10 | 64 bit only",AMD FX-8350 @ 4.0 GHz | Ryzen 5 - 1400 | Intel Core i7-3770 @ 3.5 GHz or better,8 GB RAM,AMD Radeon R9 285 | NVIDIA GeForce GTX 660 | 2GB VRAM with Shader Model 5.0,46+ GB available space,9e32f311abd24c4aa4c7f9c5dce25e75
Windows 7+,"AMD Athlon X4 5350, Intel Core i3-2100T or equivalent",4 GB RAM,"GeForce GTX 480M, Radeon HD 6790 or equivalent",200 MB available space,ac5e4e5e2f024e2f9831baac251e0d46
Windows 7+,"AMD Athlon X4 605e, Intel Celeron G1610 or equivalent",4 GB RAM,"Radeon HD 7850, GeForce GTX 470 or equivalent",200 MB available space,ac5e4e5e2f024e2f9831baac251e0d46
Windows 7 / 8 / 10 64 bit,"AMD FX-8320 (3,5 GHz) / Intel i5-4690K (3,5 GHz) or better",8 GB RAM,GeForce GTX 660 / Radeon R7 370 with 2 GB VRAM,25 GB ,95e743aa01c6410680916acb796246b5
Windows 7 / 8 / 10 64 bit,Intel Core i7-3930K (3.2 GHz)/AMD Ryzen 5 1600 (3.2 GHz) or better,16 GB RAM,AMD Radeon RX 480 / NVIDIA GeForce GTX 970 with 4 GB VRAM,25 GB,95e743aa01c6410680916acb796246b5
Windows 7 64 Bit/ Windows 8 64 Bit/ Windows 10 64 Bit,Intel Core i5-760 / AMD Phenom II X4 965,6 GB RAM,NVidia GTX 580 / AMD Radeon HD 7870,8 GB available space,9651fd57c8a34e81949aab28a084ced7
Windows Vista (32 Bit),"Intel i3 2nd-Generation 2.5GHz, AMD Quad-Core 2.5GHz",4GB RAM,"Nvidia GT640, AMD Radeon HD7750, 1GB VRAM",13GB,aec117239abd49a08eddc9e75a981fa3
Windows 10 (64 Bit),"Intel i3 4th-Generation 3.5GHz, AMD Quad-Core 3.9GHz",6GB RAM,"Nvidia GTX 570, AMD Radeon HD 6950, 2GB VRAM",13GB,aec117239abd49a08eddc9e75a981fa3
Windows 7 (64 Bit),Intel Core i3 @ 3.5GHz or AMD FX-4170,4 GB RAM,Nvidia GeForce GTX 760 or AMD R7 270X (2GB VRAM),15 GB required,32a37ec072474cf4a621d0ce28505f36
Windows 10 (64 Bit),Intel Core i5 @ 3.5GHz or AMD FX 6 Core,8 GB RAM,Nvidia GeForce GTX 970 or AMD R9 290X (4GB VRAM),15 GB required,32a37ec072474cf4a621d0ce28505f36
Windows 7,i5,6 Gb,GTX 770,5,d76580cab11b4216bfa1a16ee820d680
Windows 10,i7,8Gb,GTX 1060,5,d76580cab11b4216bfa1a16ee820d680
Windows 7+ / 8.1 / 10 (64 bit),Intel i3 Processor (64 bit),6 GB RAM,"ATI 7770, Nvidia GeForce GTX 660 2GB",6 GB available space,b3a7ea2e333a49ab8a7c3d0aa1f31e5e
Windows 10 (64 bit),Intel i7 Processor (64 bit),16 GB RAM,Nvidia GeForce GTX960+,10 GB available space,b3a7ea2e333a49ab8a7c3d0aa1f31e5e
Windows 7,Intel i3 2.0 GHz,2 GB RAM,1GB Shader Model 3.0 Compatible (DirectX 9.0c),3 GB available space,ebf5f23b876944f89d140750e756585d
Windows 8.1 64-bit,Intel i5 2.5 GHz,4 GB RAM,NVIDIA GeForce GTX 460 | Radeon HD 6750 (or higher),3 GB available space,ebf5f23b876944f89d140750e756585d
"Windows 7 SP1, Windows 8.1, Windows 10 (64bit versions only)",Intel Core i5 2400 @ 3.1 GHz or AMD FX 6350 @ 3.9 GHz,8 GB RAM,NVIDIA GeForce GTX 670 (2GB) or AMD Radeon R9 270X (2GB) or better,30 GB available space,4c77ab0d3f3f4188ac87f0b5d0ea2a91
"Windows 7 SP1, Windows 8.1, Windows 10 (64bit versions only)",Intel Core i7-4790 @ 3.6 GHz or AMD Ryzen 5 1600 @ 3.2 GHz,8 GB RAM,NVIDIA GeForce GTX 970 (4GB) or AMD Radeon R9 290X (4GB) or better,30 GB available space,4c77ab0d3f3f4188ac87f0b5d0ea2a91
Windows 7/10 (64 bit only),"Intel Core i5-2400, AMD FX-4100",4 GB,NVIDIA GeForce GTX 650 Ti or AMD Radeon HD 7770,22 GB,cb362a4d9a2d42dda1005021522ca733
Windows 7/10 (64 bit only),"Intel Core i5 3470, AMD FX 6100",8 GB,NVIDIA GeForce GTX 760 or AMD Radeon R9 270X,22 GB,cb362a4d9a2d42dda1005021522ca733
"Windows 7, 8, 8.1, 10 x64",Intel Core2 Duo E4500 (2 * 2200) or equivalent,2 GB RAM,GeForce 9600 GT (512 MB),2 GB available space,d3a6b8379b864097b2c92d14ebfab190
"Windows 7, 8, 8.1, 10 x64", Intel Core i3-2100 (2 * 3100) or equivalent,4 GB RAM,GeForce GTX 550 Ti (1024 MB),2 GB available space,d3a6b8379b864097b2c92d14ebfab190
Windows 7 (64bit),Intel Core i5-2500K or AMD equivalent,8 GB RAM,NVIDIA GeForce GTX 760 (2048MB) or Radeon HD 7970 (3072MB),15 GB available space,026a40a759d2474e97d57099ef8d6c75
Windows 10 (64bit),Intel Core i7-3770/AMD FX-8350 ,16 GB RAM,NVIDIA GTX 1060 / AMD Radeon RX 570,15 GB available space,026a40a759d2474e97d57099ef8d6c75
Windows 7 or later (64-Bit),i5-3570 3.4 GHz 4 Core,8 GB RAM,"Dedicated graphics card, GTX 770 2GB",15 GB Available Space,4f24dc26787d42548cc1fb452d252801
TBD,TBD,TBD,TBD,TBD,4f24dc26787d42548cc1fb452d252801
Windows 7/8/10,Intel Core i5-750 or equivalent,4 GB RAM,Nvidia GTS 450 or equivalent,15 GB available space,e2495be2de784cba8355e436b1e185e8
Windows 7/8/10,Intel Core i5-2400 or equivalent,8 GB RAM,Nvidia GTX 960 or equivalent,15 GB available space,e2495be2de784cba8355e436b1e185e8
Windows 7,Intel i5 3.2GHz / AMD FX 8350,4 GB RAM,nVidia GTX 750ti / AMD Radeon R7 265,12 GB available space,a31e529d4527419c98a0d36f6ca9ce1d
Windows 10,Intel i7 3.5GHz / AMD FX 9590,8 GB RAM,GTX970 / AMD Radeon R9 290,12 GB available space,a31e529d4527419c98a0d36f6ca9ce1d
Windows 7 (64-bit) or Newer. Doesn't support Mac OS,Intel Core i5 (4th gen), 8 GB RAM,NVidia GeForce GTX 760 4GB VRAM,22 GB available space,1a0876c3c1994c50ae6e3231999a0dcf
Windows 7 (64-bit) or Newer. Doesn't support Mac OS,Intel Core i7 (4th gen),16 GB RAM,NVidia GeForce GTX 970 8GB VRAM,22 GB available space,1a0876c3c1994c50ae6e3231999a0dcf
Windows 7/8/10 (64 bits),Intel Core i3-2120 (3.3 GHz)/AMD FX-4100 X4 (3.6 GHz),8 GB,"2 GB, GeForce GTX 660/Radeon HD 7870",50 GB,89e949b9176d4f04a5b2e6ca28655b21
Windows 7/8/10 (64 bits),Intel Core i5-4690 (3.5 GHz)/AMD FX-8300 (3.3 GHz),16 GB,"4 GB, GeForce GTX 970/Radeon RX 480",50 GB,89e949b9176d4f04a5b2e6ca28655b21
"Windows 7, 8, 8.1, 10 x64",Intel Core i3-3240 (2 * 3400) or equivalent | AMD FX-4300 (4 * 3800) or equivalent,4 GB,GeForce GT 640 (2048 MB) | Radeon HD 7750 (2048 MB),12 GB,112d4a6bbc254c7fb58ca5597e40f093
"Windows 7, 8, 8.1, 10 x64",Intel Core i5-6600K (4 * 3500) or equivalent | AMD Ryzen 3 2200G (4 * 3500) or equivalent,8 GB,GeForce GTX 960 (4096 MB) | Radeon RX 570 (8192 MB),12 GB,112d4a6bbc254c7fb58ca5597e40f093
Windows 7,Intel Core i5-2300 | AMD FX-4350,4 GB RAM,"Nvidia GeForce GTX 560 | AMD Radeon HD 7870, 2 GB",8 GB,5a1f3f34df1f4c21850b997aa08da19e
Windows 10,Intel Core i5-8400 | AMD Ryzen 5 2600X,8 GB RAM,Nvidia GeForce GTX 1060 | AMD Radeon RX 580,8 GB,5a1f3f34df1f4c21850b997aa08da19e
Windows 7/8.1/10 (64-bit versions),Intel Core i5-2400/AMD FX-8320 or better,8 GB RAM, NVIDIA GTX 670 2GB/AMD Radeon HD 7870 2GB or better ,20 GB available space,abb40344af0f4425a20e1c5e57677e56
Windows 7/8.1/10 (64-bit versions),Intel Core i5-2400/AMD FX-8320 or better,8 GB RAM,"NVIDIA GeForce GTX 1060, AMD Radeon RX 480 equivalent or better",20 GB available space,abb40344af0f4425a20e1c5e57677e56
Windows 7,Intel Core i3-2120 | AMD FX-4350,4 GB System RAM & 1 GB Video RAM,Nvidia GTS 450 | AMD Radeon HD 5750,4 GB,4e82628bda3240959b7eed18967186c8
Windows 10,Intel Core i3-2120 | AMD FX-4350,4 GB System RAM & 2 GB Video RAM,Nvidia GTS 450 | AMD Radeon HD 5750,4 GB,4e82628bda3240959b7eed18967186c8
Windows 7 or later (64 bit),i5-4430 @ 3.0 GHz or equivalent,4GB RAM,Nvidia GeForce GTX 660 with 2GB or AMD Radeon HD 7870 with 2GB,35GB,b1f5e946cb694968849f5b4331f27db5
Windows 7 or later (64 bit),i5-6600K @ 3.5GHz or equivalent,8GB RAM,Nvidia GeForce GTX 970 with 4GB or AMD Radeon R9 390 with 4GB,35GB,b1f5e946cb694968849f5b4331f27db5
Mojave (OSX 10.14.X) or later,Dual Core 2 GHz (64 bit),4 GB RAM,Intel HD Graphics 5000 (AMD or NVIDIA equivalent),6 GB available space,3299949f391a4dbb9e0c4b28b683992c
Bug Sur (OSX 11.2.X) or later,Dual Core 2 GHz (64 bit),4 GB RAM,Intel HD Graphics 5000 (AMD or NVIDIA equivalent),6 GB available space,3299949f391a4dbb9e0c4b28b683992c
Windows 7,Intel i5,4GB,Any DX12 graphics card,12GB,54e4974ff09e457ea24de17a37a1eca7
Windows 10,Intel i7,8GB,Any DX12 graphics card,12GB,54e4974ff09e457ea24de17a37a1eca7
Windows 7 or later (64 bit),i5-4430 @ 3.0 GHz or AMD Ryzen 5 1600x @ 3.6 GHz,4GB,Nvidia GeForce GTX 660 with 2GB or AMD Radeon HD 7870 with 2GB, 49GB,ca9e038d351d493f91f7823a175c5acf
Windows 7 or later (64 bit),i5-6600K @ 3.5GHz or equivalent,8GB RAM,Nvidia GeForce GTX 970 with 4GB or AMD Radeon R9 390 with 4GB, 49GB,ca9e038d351d493f91f7823a175c5acf
Windows 10,Intel i3-4340,4GB RAM,NVIDIA GTX 750 Ti equivalent or greater,5 GB available space,f660ad626f1443a5ba90192e5510062c
Windows 10,Intel i5-4590 (required for VR),8GB RAM,NVIDIA GTX 970 equivalent (required for VR),5 GB available space,f660ad626f1443a5ba90192e5510062c
"Windows 7, Windows Vista, Windows 8, Windows 10","Intel® Core™ 2 Duo 2.4 GHz, AMD Athlon™ X2 2.8 GHz, or higher",2GB Ram or higher,"Shader Model 4.0, 1GB VRam",20GB,bc519a47c9b44920828c718e367e20b5
"Windows 7, Windows Vista, Windows 8, Windows 10","Intel® Core™ 2 Duo 2.4 GHz, AMD Athlon™ X2 2.8 GHz, or higher",2GB Ram or higher,"Shader Model 4.0, 1GB VRam",20GB,bc519a47c9b44920828c718e367e20b5
"Windows 7,10 X64 DX9c",Intel Pentium4 2.4G,4 GB,GeForce 9500GT/GT610,4 GB,791e1ab4a2664ca0b66331d5b1ec4d89
"Windows 7,10 X64 DX9c",Intel i5 3.0G,4 GB,GeForce GTX650Ti/GTX950,20GB,791e1ab4a2664ca0b66331d5b1ec4d89
Windows 7+,"AMD Athlon X4 5350, Intel Core i3-2100T or equivalent",4 GB RAM,"GeForce GTX 480M, Radeon HD 6790 or equivalent",500 MB available space,2a32725d30bc4d87823d3354670376e2
Windows 7+,"AMD Athlon X4 605e, Intel Celeron G1610 or equivalent",4 GB RAM,"Radeon HD 7850, GeForce GTX 470 or equivalent",500 MB available space,2a32725d30bc4d87823d3354670376e2
Windows® 7 64bits (Requires a 64-bit processor and operating system),Intel Core i3-2100 or AMD FX-4350,6 GB RAM,Nvidia GeForce GTX 650 2GB or ATI Radeon HD 5870 2GB,19 GB available space,e1cd6be4e19f4248b58048c1f3154a29
Windows 10 64-bit (Requires a 64-bit processor and operating system),Intel Core i5-6600 or AMD Ryzen 5 1600,8 GB RAM,Nvidia GeForce GTX 1060 3GB or Radeon RX 580 4GB,19 GB available space,e1cd6be4e19f4248b58048c1f3154a29
Windows 10 (64 Bit),Intel Core i5 @ 3.5GHz or AMD FX 6 Core,8 GB RAM,Nvidia GeForce GTX 970 or AMD R9 290X (4GB VRAM),5 GB Required,d15a9bad13314dd6ac4978e31147c865
Windows 10 (64 Bit),Intel Core i5 @ 3.5GHz or AMD FX 6 Core,8 GB RAM,Nvidia GeForce GTX 970 or AMD R9 290X (4GB VRAM),5 GB Required,d15a9bad13314dd6ac4978e31147c865
7 64Bit Service Pack 1,Intel Core 2 Duo 2.8GHz,3 GB RAM,Nvidia GeForce GTS 450 2GB,15 GB available space,7dd66b1bd08e41b1a6bdc3bf472833fa
7 64Bit Service Pack 1,Intel Core i5-2500K,3 GB RAM,Nvidia GeForce GTX 960,15 GB available space,7dd66b1bd08e41b1a6bdc3bf472833fa
Windows 7,Intel Core2 Duo 2.4GHz or equivalent,4 GB RAM,Intel HD Graphics 5000 or better,500 MB available space,b467b7d3570e44c0b84e59475f4a5636
TBD,TBD,TBD,TBD,TBD,b467b7d3570e44c0b84e59475f4a5636
Windows 7 SP1 64-bit,"Quad-core Intel or AMD processor, 2.5 GHz",4 GB RAM,NVIDIA GeForce GTX 460 or AMD Radeon 6870 HD series card,3 GB available space,265ae8cbed404648b0fddf253ffc44eb
Windows 10 64-bit,"Quad-core Intel or AMD processor, 2.5 GHz or faster",8 GB RAM,NVIDIA GeForce GTX 770 or AMD R9 280 series card or higher,3 GB available space,265ae8cbed404648b0fddf253ffc44eb
Windows XP/Vista/7/8/8.1/10,Intel Pentium D 830 (2* 3000) or equivalent / AMD Athlon 64 4000+ (2600) or equivalent,2 GB RAM,GeForce 7600 GS (256 MB) / Radeon HD 2400 PRO (256 MB),666 MB available space,c3291802fde5400aaaabda61acd2d2b4
"Windows 7,8, 8.1, 10 x 64 (Requires a 64-bit processor and operating system)",Intel Core i3-2100 (2 * 3100) or equivalent / AMD Athlon II X4 645 AM3 (4 * 3100) or equivalent,4 GB RAM,GeForce GTX 550 Ti (1024 MB) or Radeon HD 6850 (1024 MB) or Intel Iris Pro 5200,15 GB available space,12ab853cde4d4f209749ab7ab2070189
"Windows 7,8, 8.1, 10 x 64 (Requires a 64-bit processor and operating system)",Intel Core i5-6600K (4 * 3500) or equivalent / AMD Ryzen 3 2200G (4 * 3500) or equivalent Memory: 8 GB RAM,8 GB RAM,GeForce GTX 960 (4096 MB) or Radeon R9 285 (2048 MB),15 GB available space,12ab853cde4d4f209749ab7ab2070189
Windows Vista SP2+,2.66 Ghz Core 2 Duo or Greater,4 GB,GeForce 500+ / Radeon 5000+ or Greater,3 GB,101424838a68468d8da192f3644e61d4
Windows 8.1+,2.33 GHz Quad Core or Greater,8 GB,GeForce 600+ / Radeon 6000+,3 GB,101424838a68468d8da192f3644e61d4
Windows 7 SP1,Intel Core i3 2.5GHz, 4GB,Radeon HD 6850 or equivalent,5GB,0a7cd03813b247fcbcb4329b8f56e8ea
Windows 10,Intel Core i5 3.0 GHz, 8GB,Radeon RX 460 or equivalent,5GB,0a7cd03813b247fcbcb4329b8f56e8ea
Windows 7/8/10,Intel® Core™ i3-4160 or AMD A8-Series A8-7670K,4GB,Nvidia GTX 660 / AMD Radeon R9 270,6GB,9a078d3bda8a490abbe4a2aa8e9c94ee
Windows 7/8/10,Intel® Core™ i5-6400 or AMD FX 8320,8GB,Nvidia GTX 780 Ti / AMD Radeon R9 290X,6GB,9a078d3bda8a490abbe4a2aa8e9c94ee
Sierra 10.12 (Requires a 64-bit processor and operating system),2.0GHz,4 GB RAM,AMD Radeon Pro 460,12 GB available space,daa88a4b17cd4bb8bdb87cdf777ac3f3
Mojave 10.14 (Requires a 64-bit processor and operating system),2.4GHz,8 GB RAM,AMD Radeon RX 5000 Series,12 GB available space,daa88a4b17cd4bb8bdb87cdf777ac3f3
"Windows 7, 8, 10",Intel CPU Core i3-2500K 2.0GHz+ / AMD CPU Phenom II 570,4 GB RAM,"GeForce 8800 GTX, GT640, GT730, Radeon HD 5850, HD Graphics 530",3 GB available space,16b8d80102a64760b02276bce4429d3b
TBD,TBD,TBD,TBD,TBD,16b8d80102a64760b02276bce4429d3b
64-bit Windows 7/8.1/10,AMD FX-6100/Intel i3-3220 or Equivalent,8 GB RAM,AMD Radeon HD 7750/NVIDIA GeForce GTX 650 or Equivalent,55 GB available space,87042929b63047a49ae06a31f26825e7
64-bit Windows 7/8.1/10,AMD Ryzen 7 1700/Intel i7-6700K or Equivalent,16 GB RAM,AMD RX Vega 56/ Nvidia GTX 1070 or Equivalent,55 GB available space,87042929b63047a49ae06a31f26825e7
Windows 7,Intel Core i5-2300 or AMD FX-4350,4 GB RAM,NVIDIA GeForce GTX 550 Ti or ATI Radeon HD 5770,10GB,7f981fff99e44998bf0de031eec36925
Windows 7,Intel Core i5-3470 or AMD FX-6300,4 GB RAM,NVIDIA GeForce GTX 660 or AMD Radeon HD 7870,10GB,7f981fff99e44998bf0de031eec36925
Windows 7 Service Pack 1 or newer (64 bit),Intel core i5-4210 1.7ghz,2 GB RAM,Intel HD Graphics 4400,1200 MB available space,a46b0cc96e60477cb4a5a9f024589079
TBD,TBD,TBD,TBD,TBD,a46b0cc96e60477cb4a5a9f024589079
"Windows 7×64, Windows 8×64, Windows 10×64 (64-bit OS Required)",Intel Core i5-4460 (3.40 GHz) or better; Quad-core or better,4 GB RAM,NVIDIA GeForce GTX 650 Ti or better (DirectX 11 card & VRAM 2GB Required),100 GB available space,30e0d1b99ced430b825239b395ff140c
Windows 10 (64-bit OS Required),Intel Core i7-7700 (3.60 GHz),16GB RAM,NVIDIA GeForce GTX 1070,100 GB available space,30e0d1b99ced430b825239b395ff140c
Windows 7 (64 bit) or Newer,Dual Core 2 GHz,4 GB RAM,Intel HD 4600 (AMD or NVIDIA equivalent),2 GB available space,905a6cdc931e4e64ade4010bac69d64c
Windows 7 (64 bit) or Newer,Dual Core 2 GHz,4 GB RAM,Intel HD 4600 (AMD or NVIDIA equivalent),2 GB available space,905a6cdc931e4e64ade4010bac69d64c
Windows XP SP3 or Windows Vista SP2 or Windows 7 SP1 or Windows 8 (both 32/64bit versions),Intel Pentium IV @ 3.0 GHz or AMD Athlon64 3000 + @ 1.8 GHz,2 GB RAM,nVidia GeForce 6800GT or AMD Radeon X1950 Pro (256MB VRAM with Shader Model 3.0 or higher),6 GB available space,e31d7dadcf1c4063b69fd97af1f3c2a9
Windows XP SP3 or Windows Vista SP2 or Windows 7 SP1 or Windows 8 (both 32/64bit versions),Intel Core 2 Duo E4400 @ 2.0 GHz or AMD Athlon64 X2 3800+@ 2 GHz,2 GB RAM,"nVidia GeForce 9600GT or higher, AMD Radeon HD3850 or higher (512MB VRAM with Shader Model 4.0)",6 GB available space,e31d7dadcf1c4063b69fd97af1f3c2a9
Windows 7 64Bit Service Pack 1,Core 2 Duo 2.3 Ghz or equivalent,4GB,ATI or NVidia card w/ 1024 MB RAM,2GB,ea40bbb5451649e38472912b11f338b8
Windows 10 64 bit service pack 1,Core 2 Duo 2.3 Ghz or equivalent,4GB,ATI or NVidia card w/ 1024 MB RAM,2GB,ea40bbb5451649e38472912b11f338b8
Windows 7 / 8.1 / 10 (64 bit) ,Intel Core i3 4340 3.6 GHz or AMD equivalent,6 GB RAM, 2 GB VRAM; NVIDIA GeForce GTX 670 or AMD Radeon equivalent, 6 GB available space,3e69e975e8264e9799e6e3edd64f8e65
Windows 7 / 8.1 / 10 (64 bit),Intel Core i7 3770K 3.5 GHz or AMD equivalent,8 GB RAM,6 GB VRAM; NVIDIA GeForce GTX 1060 or AMD Radeon equivalent, 6 GB available space,3e69e975e8264e9799e6e3edd64f8e65
Microsoft® Windows® 7,1.8 GHz Processor,4 GB RAM,DirectX 10-compatible graphics card with at least 256MB of video memory,8 GB available space,cbbde99547d54f41b8f7bd5fc46726c5
Microsoft® Windows® 7,3.5 GHz Processor,8 GB RAM,DirectX 10-compatible graphics card with at least 1GB of video memory,8 GB available space,cbbde99547d54f41b8f7bd5fc46726c5
Windows 8.1 or Windows 10 (64-bit versions),Intel Core i3-7100/AMD Ryzen 3 1200,8GB,NVIDIA GeForce GTX 770/AMD Radeon R9 280X,55GB free space ,bff1d0022b6f4e409daa3663d67edab0
Windows 10 (64-bit version),Intel Core i7-6700K/AMD Ryzen 7 1700,16GB,NVIDIA GeForce GTX 1070/AMD RX Vega 56,55GB free space SSD,bff1d0022b6f4e409daa3663d67edab0
Windows 8.1 or Windows 10 (64-bit versions),Intel Core i3-7100/AMD Ryzen 3 1200,8GB,NVIDIA GeForce GTX 770/AMD Radeon R9 280X,55GB free space ,616d8e1ff26b4a65b14794e612da00c4
Windows 10 (64-bit version),Intel Core i7-6700K/AMD Ryzen 7 1700,16GB,NVIDIA GeForce GTX 1070/AMD RX Vega 56,55GB free space SSD,616d8e1ff26b4a65b14794e612da00c4
macOS 10.12+,Dual Core 2.4ghz,4 GB of RAM,Intel HD 5000 (Mac computers must support Metal API),15 GB,2ae6edb2223c4f8c97e9839b5b6497bb
macOS 10.14+,Quad Core 3.0 ghz+,8 GB of RAM,Intel UHD 630+ (Mac computers must support Metal API),20 GB,2ae6edb2223c4f8c97e9839b5b6497bb
Windows XP,Dual Core CPU 2.4 gHz,2 GB RAM,"Intel HD Graphics 4000, Nvidia GeForce 8000, ATI Radeon HD 4800 Series",2 GB available space,409270ba4b814c20a761407ab7a49dbd
TBD,TBD,TBD,TBD,TBD,409270ba4b814c20a761407ab7a49dbd
Windows 7 64Bit Service Pack 1,Intel Core 2 Duo 2.4GHz,3 GB RAM,Nvidia GTS 450+ with 1024MB+ VRAM (excluding GT) - LATEST DRIVERS REQUIRED,30 GB available space,a8953f3d2d55446aa2c8b4509b4b6960
Windows 10 64 bit service pack 1,Intel Core 2 Duo 2.4GHz,3 GB RAM,Nvidia GTS 450+ with 1024MB+ VRAM (excluding GT) - LATEST DRIVERS REQUIRED,30 GB available space,a8953f3d2d55446aa2c8b4509b4b6960
Windows 7,i5,6 Gb,GTX 770,5,b1e57a8fa2074f669abfbb294fd8e59e
Windows 10,i7,8Gb,GTX 1060,5,b1e57a8fa2074f669abfbb294fd8e59e
"Snow Leopard 10.6.8, 32/64-bit", Intel Core i3 M380, 2 GB RAM,OpenGL 3.0+ (2.1 with ARB extensions acceptable),400 MB available space,14f7d8fdd5a44768b8aad40c6a5ae018
Windows 7+ (64 bit),Intel Core i5-2500K CPU,4 GB,GTX 970,50 GB,bc5f7e2b085044578a191eb1e2d7f9be
Windows 10 64-bit / Windows 7 64-bit*,Intel Core i3-6100 (or AMD equivalent),4 GB RAM,Nvidia GT 1030 2GB (or AMD equivalent),50 GB,475691037f00498fa752cd9ecf258b6b
Windows 7,Dual Core 3.0 GHz,2 GB RAM,DirectX 10 class GPU with 1024MB VRAM,2 GB available space,6a9694e578ee4e598b16a02ef549b629
Windows 7,2.2 GHz Dual core,2 GB RAM,"Intel HD 2000, NVIDIA GeForce 210, or ATI 4850",700 MB,8b620ab6eaad4c6182d44f07830fd8f6
Windows 10,2.5+ GHz Quad core,4 GB RAM,"NVIDIA GTX 660 or better, ATI 7950 or better",700 MB,8b620ab6eaad4c6182d44f07830fd8f6
Windows 8,Intel Core i3-4160 (2 * 3600) or equivalent OR AMD FX-4300 (4 * 3800) or equivalent,4GB,GeForce GTX 660 (2048 MB) OR Radeon HD 7850 (2048 MB),5GB,c6f4afb96f6b456ebc9a522d8fb6b3a0
Windows 10,Intel Core i7-4771 (4 * 3500) or equivalent OR AMD FX-9370 (8 * 4400) or equivalent,8GB,GeForce GTX 970 (4096 MB) OR Radeon RX Vega 56 (8192 MB),5GB,c6f4afb96f6b456ebc9a522d8fb6b3a0
Windows 7 SP1+,2.2GHz Dual Core,4 GB RAM," OpenGL 3.3 or DX10 compatible, 2GB+",2 GB available space,a141915f0de3494791151b205a712cda
TBD,TBD,TBD,TBD,TBD,a141915f0de3494791151b205a712cda
Windows® XP (SP3) / Windows Vista® (SP2) / Windows® 7 (SP1) / Windows® 8,2.66 GHz Intel® Core™2 Duo E6700 or 3.00 GHz AMD Athlon™ 64 X2 6000+,2 GB,512 MB DirectX® 9.0c–compliant,3 GB HD space,df959d76dda247a893f2c8b6d401dc26
Windows® XP (SP3) / Windows Vista® (SP2) / Windows® 7 (SP1) / Windows® 8,2.93 GHz Intel® Core™ i3-530 or 3.10 GHz AMD Phenom™ II X2 550 or better,4 GB,1024 MB DirectX 11–complaint or higher,3 GB HD space,df959d76dda247a893f2c8b6d401dc26
Windows 7 SP1 or Windows 8.1 or Windows 10(64bit versions),Intel Core i5 750 @ 2.6 GHz or AMD Phenom II X4 @ 3.2 GHz,4 GB RAM,nVidia GeForce GTX460 or AMD Radeon HD5870 (1024MB VRAM with Shader Model 5.0),35 GB available space,b14d60867fc34e6687e20f1cb98d6d74
Windows 7 SP1 or Windows 8.1 or Windows 10 (64bit versions),Intel Core i5 2400s @ 2.5 GHz / AMD FX 6350 @ 3.9 GHz,6 GB RAM,NVIDIA GeForce GTX 660 / AMD Radeon R9 270 (2GB VRAM with Shader Model 5.0),---,e6cd2745c0a3496383e0adc95c7b63b1
Windows 7 64 bit,"Dual Core Processor, 2.5 GHz or Higher",4 GB RAM,DX11 compatible video card,2 GB available space,dce338d41ea84680a81ad383a1f7f401
Windows 7 64 bit,"Dual Core Processor, 2.5 GHz or Higher",4 GB RAM,DX11 compatible video card,2 GB available space,dce338d41ea84680a81ad383a1f7f401
Windows XP or later,x86-compatible 800MHz processor,512MB,"DirectX-compatible 3D graphics with at least 64MB of addressable memory (such as an ATI Radeon 7200, NVIDIA GeForce 2, or Intel GMA 950)",400MB,4019722ac05540b69f172d5182468175
Windows XP or later,x86-compatible 800MHz processor,512MB,"DirectX-compatible 3D graphics with at least 64MB of addressable memory (such as an ATI Radeon 7200, NVIDIA GeForce 2, or Intel GMA 950)",400MB,4019722ac05540b69f172d5182468175
