id,operacional_system,processor,memory,graphics,fk_game_id
Windows 7 (64-bit) or newer, Intel Core i3-4130 / Phenom x4 955,4 GB RAM,GeForce GTX 560 / AMD R7-260X,4 GB,8bc23f97d2c34480a9fd14b5995f7571
Windows 7 (64-bit) or newer,Intel Core i5-8400 / AMD Ryzen 5 1600,8 GB RAM,GeForce GTX 650 / AMD Radeon RX 580,4 GB,8bc23f97d2c34480a9fd14b5995f7571
10.14,Anything AMD or Intel from the past 5 years,6 GB,Anything AMD or Nvidia from the past 5 years,8 GB,fa8c1bd0dd684af2ad27a4f54b74018f
10.14,Anything AMD or Intel from the past 5 years,6 GB,Anything AMD or Nvidia from the past 5 years,8 GB,fa8c1bd0dd684af2ad27a4f54b74018f
"Windows XP, Vista, 7, 8, 10",1.4GHz processor or faster,2 GB RAM,Integrated graphics should be fine,500 MB,b22566003429427b8a9ebe215773f226
"Windows XP, Vista, 7, 8, 10",1.4GHz processor or faster,2 GB RAM,NVIDIA or AMD dedicated graphics with 1GB VRAM,500 MB,b22566003429427b8a9ebe215773f226
Windows 7 or later,Intel Core i5,2GB,Nvidia Geforce GTX 550/equivalent or higher,738MB,e44a32ca3f094b38ac16682645105d01
Windows 10,High-range Intel Core i5,4GB,Nvidia Geforce GTX 760/equivalent or higher,3GB,e44a32ca3f094b38ac16682645105d01
Windows 10 (64-bit versions),AMD Ryzen 3 1300X / Intel Core i3-9100 @ 3.5 GHz,8 GB,"AMD/Nvidia dedicated GPU, 4 GB dedicated VRAM and Shader Model 5.1 (Nvidia Geforce GTX 960 or AMD Radeon r9 285)",10 GB available space,ad7ac875f97746d5a540e0d850072860
Windows 10 (64-bit versions),AMD Ryzen 5 3600X / Intel Core i3-9100 @ 3.6 GHz,16 GB,"AMD/Nvidia dedicated GPU, 6 GB dedicated VRAM and Shader Model 6.1 (Nvidia Geforce GTX 980Ti or AMD Radeon RX 5600XT)",10 GB available space,ad7ac875f97746d5a540e0d850072860
Windows 10 64bit (ver. 1909 or later),"Intel® Core™ i5 3330 (3.0GHz) 4core/4Thread AMD Ryzen™ 3 1200(3.1GHz) 4core/4Thread, ",8GB or more ,"NVIDIA® GeForce® GTX 760 (VRAM 2GB),  AMD Radeon™ R7 260X (VRAM 2GB)",35GB or more ,b1f40ae872c44df582ee1374b9f8311d
Windows 10 64bit (ver. 1909 or later),"Intel® Core™ i5 7500,  AMD Ryzen™ 3 3100",8GB or more ,"NVIDIA® GeForce™ GTX 1070,  AMD Radeon™ RX Vega 56",35GB or more ,b1f40ae872c44df582ee1374b9f8311d
Windows 10 64bit (ver. 1909 or later),"Intel® Core™ i3-3210,  AMD A8-7600",4GB or more ,"NVIDIA® GeForce® GT 730,  AMD Radeon™ R7 240,  VRAM 2GB or more",60GB or more ,6904d1bb60dc41b19b56f459bb57ebf9
Windows® 8.1 / 10 64-bit,AMD A8-5500 / Intel® Celeron™ G1610,8 GB RAM,AMD Radeon™ R7 260X / NVIDIA® GeForce® GTX 750,15GB,d294725796114096a9d1da9914bb1a1f
Windows® 8.1 / 10 64-bit,AMD A10-5700 / Intel® Core™ i3-3210,8 GB RAM,AMD Radeon™ R9 270X / NVIDIA® GeForce® GTX 760,15GB,d294725796114096a9d1da9914bb1a1f
Windows 10 64bit (ver. 1909 or later),"Intel® Core™ i5 3330 (3.0GHz) 4core/4Thread ,  AMD Ryzen™3 1200 (3.1GHz) 4core/4Thread",8GB or more ,"NVIDIA® GeForce® GTX 760 (VRAM 2GB),   AMD Radeon™ R7 260X  (VRAM 2GB)",75GB or more ,9636eeea8fb3441eb0272f54551d5aef
Windows 10 64bit (ver. 1909 or later),"Intel® Core™ i5 7500 (3.4GHz) 4core/4Thread,  AMD Ryzen™3 3100 (3.1GHz) 4core/8Thread",8GB or more ,"NVIDIA® GeForce™ GTX 1070 (VRAM 8GB),   AMD Radeon™ RX Vega 56 (VRAM 8GB)",75GB or more ,9636eeea8fb3441eb0272f54551d5aef
Microsoft Windows® 2000/XP,"Intel Pentium III or AMD Athlon, 1.4 GHz",256 MB of RAM,64 MB DirectX 9.0c compliant graphics card,4 GB,d846d2cbd4b14b08aa09916d414034d3
Microsoft Windows® XP,Pentium IV or Athlon 2.2 GHz,512 MB of RAM,128 MB DirectX 9.0c compliant graphics card,4 GB,d846d2cbd4b14b08aa09916d414034d3
Windows 7,"Dual Core processor, 2.0 GHz",2GB,"NVIDIA GeForce 9800 GTX, 1 GB or AMD Radeon HD 4870, 1 GB",2GB,89552dc85bbb439a892510ede1f0eb56
Windows 10,i7,4GB,GeForce 900 Series,1GB,85d95b671f104f9ab38b9a157ee5a82a
Windows 10,i9,8GB,GeForce 900 Series,1GB,85d95b671f104f9ab38b9a157ee5a82a
7,3.0 GHz Dual-Core - Intel Core 2 Duo E8400 / Athlon 64 X2 6000+, 4 GB RAM,"1GB VRAM, DirectX® 9.0c Compatible - Intel HD 4400 / NVIDIA GeForce 9600GT / AMD Radeon HD 3850",1 GB,ffad2f4353684ae4902df9ba25cdc4a4
8.1,3.1 GHz Dual-Core - Intel i3 2100,6 GB RAM,"2 GB VRAM, DirectX® 9.0c Compatible - NVIDIA GeForce GTX 550 Ti / AMD Radeon HD 5850",1 GB,ffad2f4353684ae4902df9ba25cdc4a4
Windows 7,Intel Core2 Duo E6400 @ 2.13GHz,8 GB RAM,GeForce GT 730 OR Radeon HD 4830,2 GB available space,b5e5f4fbdd4a40348c3a9a554f076922
Windows 10,Intel Core i5-2300,8 GB RAM,GeForce GTX 650 OR Radeon HD 7750,2 GB available space,b5e5f4fbdd4a40348c3a9a554f076922
Windows 7 64 Bit,Intel Quad Core 1.7Ghz CPU,8GB RAM,nVidia GTX 670 or equivalent,20GB,f83354d936b74f7e9419366862b1e024
Windows 10 64 Bit,Intel Quad Core 2.3Ghz CPU,16GB RAM,nVidia GTX 970 or equivalent,20GB,f83354d936b74f7e9419366862b1e024
Windows 7 64 Bit,Intel Core 2 Duo or equivalent,2 GB RAM, Graphics Card with support for DirectX 11,3 GB available space,bd77b70e6c5148289ee04fba600b6bcf
Windows 10 64 Bit,Intel i7 - 3.4Ghz,6 GB RAM,NVIDIA GeForce GTX 1060 (3GB) or AMD equivalent,3 GB available space,bd77b70e6c5148289ee04fba600b6bcf
Windows 10,Intel Core i5 2.5 GHz or equivalent,4 GB Ram,Intel HD Graphics 4000,3 GB available space,c367569acede446995c5a3663e993446
Windows 10,Intel Core i7 3.0 GHz or equivalent,8 GB Ram,NVIDIA Geforce 10 Series or AMD Radeon RX 500 Series,5 GB available space,c367569acede446995c5a3663e993446
Windows 7 64-bit and above,"AMD Athlon X4 880K, 4Ghz., or Intel Pentium G4500, 3.5Ghz",4 GB RAM,"Intel HD Graphics 520, or AMD Radeon Vega Integrated Graphics",5 GB available space,d279707bcff1451c9b4aabb2c5b09f0c
Windows 10 64-bit,"AMD Ryzen 1500X, 3.5Ghz or equivalent",8 GB RAM,"AMD RX 480, NVIDIA GTX 970 , 4 GB of Video Memory and above",5 GB available space,d279707bcff1451c9b4aabb2c5b09f0c
Windows 7/8/10 [64-bit],3.0 GHz Intel Core i5 or AMD FX,8GB RAM,Nvidia GTX 660 or AMD Radeon HD 7870 with 2GB VRAM,1GB,9fc33e99abf342138323856854e745ec
Windows 7/8/10 [64-bit],3.5 GHz Intel Core i5 or AMD FX,8GB RAM,Nvidia GTX 960 or AMD Radeon HD 7990 with 4GB VRAM,1GB,9fc33e99abf342138323856854e745ec
10.6.8 (64Bit),Core2Duo,5 GB,Any with hardware 3D acceleration,6 GB,d9595f3e223c4c9a8e1767e980e1ec09
Version 10.6.8 or above (64Bit),2.3 GHz Intel Core i5,6 GB,Nvidia / AMD GPU with 256 MB or more,6 GB,d9595f3e223c4c9a8e1767e980e1ec09
Windows 10/8.1/7 64-bit,Core i3-2100 3.10 GHz,8 GB RAM,Geforce GTX 650 Ti,25 GB available space,ac7a008ed2324f8f91559d734da70610
Windows 10/8.1/7 64-bit,AMD FX-8320 8-Core,16 GB RAM,Radeon R7 370,25 GB available space,ac7a008ed2324f8f91559d734da70610
Windows 7 SP1+,Intel Core 2 Duo,1024 MB RAM,shader 3.0 supporting card (i.e. Intel HD Graphics 4000),512 MB available space,8ad4dc781e2b476a929144fde4e20905
"Win 7, 8, 10, 32/64-bit",2.8 Ghz Dual Core CPU,4 GB RAM,"AMD Radeon HD 6670, GeForce GTX 200 series with at least 1GB","13,5 GB available space",ded5930173d5495993186871fbfd329a
Windows 7 SP1+  (64-bit only),2.2GHz CPU Dual Core (SSE2 instruction set support),6 GB,Geforce GTX 750 / Radeon R7 260X with 1GB Memory,TBC,844f72b164ad4f5884c4feeca5561678
Windows 10,Intel I5-3470 / AMD FX-8350,8GB,Nvidia GeForce GTX 750ti / AMD Radeon R9 270x,70GB,32114b828b6744a0bff27f7ab6cfe0a3
Windows 10,Intel i7-7700K / AMD Ryzen 5 2600X,16GB,"Nvidia GeForce GTX 1070, 8 GB / Radeon RX Vega 56, 8 GB",70GB,32114b828b6744a0bff27f7ab6cfe0a3
Windows 10,Intel or AMD Dual-Core at 2.0 GHz,1 GB,GPU with OpenGL 3.2 or DirectX 10 support,5 GB,3f110da6e3b44431924838a7335c6cbe
Windows 7 SP1,Intel Core i3 2.00 GHz or AMD equivalent,2 GB,NVIDIA GeForce 450 or higher with 1GB Memory,8 GB,9ef83fd750d74fdd9e8ebdc7a9e23ea6
Windows 7 SP1,Intel Core i3 2.00 GHz or AMD equivalent,2 GB,NVIDIA GeForce 450 or higher with 1GB Memory,8 GB,9ef83fd750d74fdd9e8ebdc7a9e23ea6
Windows 7/Windows 8/Windows 10 64bit,Intel i5-3470,8 GB RAM,Nvidia GTX 660,9 GB,f5bf01af9b73409a9684f2039b9fb61b
Windows 7/Windows 8/Windows 10 64bit,Intel i7-6770,16 GB RAM,Nvidia GTX 1060,9 GB,f5bf01af9b73409a9684f2039b9fb61b
Windows 10/8.1/7 64-bit,Core i3-2100 3.10 GHz,8 GB RAM,Geforce GTX 650 Ti,25 GB available space,5e240f97f7494908a2f41106d9cadf29
Windows 10/8.1/7 64-bit,AMD FX-8320 8-Core,16 GB RAM,Radeon R7 370,25 GB available space,5e240f97f7494908a2f41106d9cadf29
Windows 7+,2GHz+ (SSE2 instruction set support),2GB RAM,1GB Video RAM,2GB,98050bc663334e2c9c99e596084bab0f
Windows 7+,2GHz+ (SSE2 instruction set support),2GB RAM,1GB Video RAM,2GB,98050bc663334e2c9c99e596084bab0f
Windows 8.1 64-Bit or later,"Intel Core i5-3470, AMD FX-6350 or equivalent",8 GB,"NVIDIA GeForce GTX 1050 with 2 GB VRAM or more, AMD Radeon HD 7950 with 2 GB VRAM or more",22 GB,9ea2932562a741049039aef998ce0094
Windows 8.1 64-Bit or later,"Intel Core i7-5820K, AMD Ryzen 5 1500X or equivalent",16 GB,"NVIDIA GeForce GTX 1060 with 6 GB VRAM or more, AMD Radeon RX 5700 with 6 GB VRAM or more",22 GB,9ea2932562a741049039aef998ce0094
OSX 10.12.6 or later,Intel Core i5 3.3 GHz (4 Cores),8 GB,NVIDIA GeForce GT 680 / AMD R9 M290,20 GB,3d713dcf81e7417b939e7be3efb70f41
OSX 10.12.6 or later,Intel Core i5 3.3 GHz (4 Cores),8 GB,NVIDIA GeForce GT 680 / AMD R9 M290,20 GB,3d713dcf81e7417b939e7be3efb70f41
64-bit Windows 8/10 (the game runs on Windows 7 but no support will be provided),"Intel or AMD, Dual Core or better (Requires a 64-bit processor and operating system)",8 GB,"nVidia or AMD, 2GB VRAM",12 GB,1a707a9a17f044509271a410e1fbbb5b
64-bit Windows 8/10 (the game runs on Windows 7 but no support will be provided),"Intel or AMD, Dual Core or better (Requires a 64-bit processor and operating system)",8 GB,"nVidia or AMD, 4GB of VRAM",12 GB,1a707a9a17f044509271a410e1fbbb5b
"Windows 7, 8, 10","Intel Core 2 Duo / AMD X2, min. 2.2 GHz",4 GB RAM,"DirectX 11 compatible GPU, min. 1.5 GB dedicated VRAM (AMD Radeon HD 7000 series / NVIDIA GeForce GTX 500 series)",12 GB,5d72914420da4870ae54365d6a0193c8
Windows 10,"Intel i5 / AMD X4, min. 2.8 GHz",8 GB RAM,"DirectX 11 compatible GPU, min. 2 GB dedicated VRAM (AMD R9 300 series / NVIDIA GeForce GTX 900 series)",12 GB,5d72914420da4870ae54365d6a0193c8
Windows 7 x64 and UP,Intel i3 or AMD equivalent or better,4 GB,NVIDIA GTX 570 or higher,8 GB,ffadb5367acf43649fae58d919b68759
Windows 10,Intel i5 processor or higher / AMD Phenom II X6 or higher,8 GB,NVIDIA GeForce GTX 9xx or higher,8 GB,ffadb5367acf43649fae58d919b68759
Windows 7 64bit or later,Dual core AMD or Intel processor @ 3.0 GHz or faster,4 GB,"GTX 950, AMD R9 280 or newer",10 GB,f4cc69d311c8420d8c6c3ca0edfaec40
Windows 7 64bit or later,Quad core AMD or Intel processor @ 2.8 GHz or faster,8 GB,"GTX 1060, AMD RX 580 or newer",10 GB,f4cc69d311c8420d8c6c3ca0edfaec40
Windows 10,Core I5-6500 or equivalent,8 GB,NVIDIA GeForce GTX 760 / AMD Radeon R9 380,15 GB,2a2b00dc10c04a3ba964d5c5b8df7bfe
Windows 10,Core I5-6500 or equivalent,8 GB,NVIDIA GeForce GTX 760 / AMD Radeon R9 380,15 GB,2a2b00dc10c04a3ba964d5c5b8df7bfe
Windows 7SP,2.4 GHz intel i3,2 GB,NVIDIA GT 460 or AMD Radeon HD 5550 w/ 1024 MB,595 Mb,d2c076cd3c49453cbc85d7eb4c223713
Windows 10,2.4 GHz intel i5,4 GB,NVIDIA GT 1050 or AMD Radeon RX 560 w/ 2048 MB,595 Mb,d2c076cd3c49453cbc85d7eb4c223713
Windows 7 (64-bit),Quad Core 3.2 Ghz or equivalent,8 GB RAM,NVIDIA GeForce GTX 660 or equivalent,4 GB available space,4cc414e570bc43cfa0d7fda4830909ac
Windows 10 (64-bit),Quad Core 3.40 Ghz or equivalent,8 GB RAM,NVIDIA GeForce GTX 970 or equivalent,4 GB available space,4cc414e570bc43cfa0d7fda4830909ac
Windows 10,i5,4 GB,GTX 660 or Radeon 7970,1 GB,08f2539567df4d43a1b0f8a5196f43cc
Windows 10,i7,8 GB,GTX 1080 or above,1 GB,08f2539567df4d43a1b0f8a5196f43cc
Windows 10 (64-bit),AMD FX 6300 X6 / Intel Core i5-3570K,8 GB,"2 GB VRAM, Radeon HD 7870 / GeForce GTX 660",40 Go,b87d353b891e4541930799683678fa22
Windows 10 (64-bit),AMD Ryzen 5 2600 / Intel Core i5-8600K,16 GB,"6 GB VRAM, Radeon RX 590 / GeForce GTX 1060",40 Go,b87d353b891e4541930799683678fa22
"Windows 10, 64 bits", Intel Core 2 Quad CPU Q6600 @ 2.40GHz (4 CPUs) or AMD Phenom 9850 Quad-Core Processor (4 CPUs) @ 2.5GHz,8 GB,NVIDIA GEFORCE GTX 960 or AMD R9 280,40 GB,f9208ce1192149bb930c6a065fed5cca
"Windows 10, 64 bits",Intel Core i5 3470 @ 3.2GHZ (4 CPUs) or AMD X8 FX-8350 @ 4GHZ (8 CPUs),10 GB,NVIDIA GEFORCE GTX 1070 or AMD RX VEGA-56,40 GB,f9208ce1192149bb930c6a065fed5cca
macOS 10.15 Catalina,"Intel Core i5 2,3 GHz",8 GB,Intel UHD 630,9 GB,36aaf2f1da61473eaaabd1776c4548a7
macOS 10.15 Catalina,Intel Core i5 3 GHz,8 GB,AMD Radeon Pro 5300M,9 GB,36aaf2f1da61473eaaabd1776c4548a7
Windows 7 / 8 / 10,2 GHZ,1 GB RAM,DirectX 10 compatible,500 MB available space,ed820853b9f649ac93e2456b2362220d
Windows 7 / 8 / 10,2 GHZ,1 GB RAM,DirectX 10 compatible,500 MB available space,ed820853b9f649ac93e2456b2362220d
Windows 7 64-bit or newer,Intel Celeron 1037U @ 1.80GHz,4 GB,Intel HD Graphics 3000,30GB,98be9822fb7d407384cd2f85cba14f88
Windows 7 64-bit or newer,Intel Core i7 CPU 920 @ 2.67GHz,8 GB,ATI Radeon HD 5770 or NVIDIA GeForce GTX 960M,30GB,98be9822fb7d407384cd2f85cba14f88
Windows 7 64-bit,Intel Core i3 / AMD Ryzen 3 2.6ghz+,8 GB RAM,Intel HD 530 or better,15 GB available space,c7fcbd662a504064bc35c7e23396e705
Windows 7 64-bit,Intel Core i5 / AMD Ryzen 5 @ 3Ghz +,8 GB RAM,"Nvidia 1050 Ti / AMD Radeon 570, 4GB VRAM",15 GB available space,c7fcbd662a504064bc35c7e23396e705
Windows 7 Sp. 64-bit,"Intel Core i3 or AMD Athlon II X4 with at least 2,7 GHz",4 GB,"GeForce GT 740, Radeon HD 7750 - at least 1GB GPU memory",10 GB,8bb7b37036af456facd7d4cef7eff25c
Windows 7 Sp. 64-bit,"Intel Core i5 or AMD Athlon II X4 with at least 3,2 GHz",6 GB,"GeForce GTX 960, Radeon HD 7970 - at least 2GB GPU memory",10 GB,8bb7b37036af456facd7d4cef7eff25c
Windows XP SP2,2.6 GHz single core,1 GB,DirectX 9.0c compatible graphics card,2 GB,2fecb1793ce446408cd869611400a797
Windows 10,3.0 GHz dual core,2 GB,"GeForce 8 series, ATI Radeon HD2xxx",2 GB,2fecb1793ce446408cd869611400a797
"OSX Version 10.11: ""El-Capitan""","Intel Core 2 Quad Q6600 @ 2.4 GHz, AMD FX 8120 @ 3.1 GHz or equivalent",4 GB RAM,Radeon Pro 500 series or equivalent,2 GB available space,501a59bae886454f90cf37f13b63cbb4
"OSX Version 10.14: ""Mojave""","Intel i7 920 @ 2.7 GHz, AMD Phenom II 945 @ 3.0 GHz or equivalent",8 GB RAM,Radeon Pro 5000M series or equivalent,4 GB available space,501a59bae886454f90cf37f13b63cbb4
Windows 7+ (64 bits),X64 Dual Core CPU 2+ GHz,4 GB RAM,Integrated GPU with 2+ GB Shared Graphics Memory,900 MB,9e5a531f267148ed8af46457b854918f
Windows 7+ (64 bits),X64 Dual Core CPU 2+ GHz,8 GB RAM,Discrete GPU with 2GB VRAM,1 GB+,9e5a531f267148ed8af46457b854918f
"Windows 7 64-bit, Windows 8.1 64-bit or Windows 10 64-bit",Intel® Core™ i3-2100 @ 3.10 GHz / AMD FX-4100 @ 3.60 GHz or better,4 GB RAM,NVIDIA® GeForce® GT 450 1GB / ATI® Radeon™ HD 7770 1GB or better,110 GB available space,e31321db733a40d29cc0640b524dfa00
"Windows 7 64-bit, Windows 8.1 64-bit or Windows 10 64-bit",Intel® Core™ i5-4430 @ 3 GHz / AMD FX-8370 @ 3.4 GHz or better,8 GB RAM,NVIDIA® GeForce® GTX 770 2GB / AMD® Radeon™ R9 270 2GB or better,110 GB available space,e31321db733a40d29cc0640b524dfa00
Windows 7,2.4 GHz Dual Core,2 GB RAM,GTX 760 or Equivalent,2 GB,69660a391b16453cbf22148ac86ad55d
Windows 10,2.4 GHz Quad Core,4 GB RAM,GTX 1060 or Equivalent,2 GB,69660a391b16453cbf22148ac86ad55d
Windows 8 or higher,Intel Core i5 3470 @ 2.9hz / AMD-FX-6300,8 GB RAM,NVIDIA GeForce 750 Ti / AMD Radeon R7 260X,2.5GB,fd05ded73f7944798434bd7ee7b39e9c
Windows 10,Intel Core i5 9400f @2.9hz / AMD-FX-6300,8 GB RAM,NVIDIA GeForce 760 / AMD Radeon R9 270X,2.5GB,fd05ded73f7944798434bd7ee7b39e9c
Windows 7 or later,Intel Pentium i3,4 GB,Nvidia GTS 450,2 GB,43b08021bc024451bbbd8caf8767b866
Windows 7 or later,Intel Pentium i5-4440,8 GB,Nvidia GTX 660,2 GB,43b08021bc024451bbbd8caf8767b866
Windows 10 64-bit,Dual Core CPU - 2.6ghz,4 GB RAM, 1GB VRAM: Intel HD 3000 GPU / AMD HD 5450 / Nvidia 9400 GT,4600 MB,0cdaaac2e9744112803c58efa0b0b185
Windows 10 64-bit,Quad Core CPU - 3 GHZ,8 GB RAM,Nvidia GTX 760 / AMD R7 370,5000 MB,0cdaaac2e9744112803c58efa0b0b185
Windows 7/8/10 64-bit,AMD/Intel dual-core 2.5 GHz,4 GB RAM,"512 Mo, ATI Radeon HD 5570/NVIDIA GeForce GT 240/Intel HD 4600",15 GB available space,725a964fc095473899047ce86e8c0276
Windows 10 x64,AMD/Intel dual-core 2.5 GHz,8 GB RAM," 1 GB, AMD Radeon HD 7850/NVIDIA GeForce GTX 560",15 GB available space,725a964fc095473899047ce86e8c0276
Windows 7/8.1/10 (64 bit),AMD FX-8350 or Intel Core i5-4690K or newer running at 3.5 GHz or higher,8 GB,4 GB Direct3D 11 capable video card - GeForce GTX 960 or Radeon R9 380,25 GB,2126c0293dba49dba55a309a8edb6560
Windows 7 64-bit or later,"Intel i5, 2.5 GHz or faster",4 GB RAM,Intel HD 4400 or faster,8 GB,e630da3c06784f199dbf4735ab9df648
Windows 10 64-bit,intel i5 3.5 GHz or faster,8 GB RAM,NVIDIA GTX 470 / AMD Radeon 6870 HD,8 GB,e630da3c06784f199dbf4735ab9df648
Windows 7,"Intel® Core™ 2 Duo 2,6Ghz / AMD Athlon™ 64 X2 3800+",4GB RAM,Nvidia Geforce GTX 670 or AMD Radeon HD 7970,4GB,7211db8bbd88436693c1388b96e0850b
Windows 10,Intel® Core™ i5 4th Gen / AMD A10 series,8GB RAM,Nvidia Geforce GTX 770 or AMD Radeon R9 270x,4GB,7211db8bbd88436693c1388b96e0850b
Windows 7,"Intel Core i3-7100, AMD FX-8100 or equivalent",4 GB,"Intel UHD 630, Geforce GTX 275, Quadro 2000D or equivalent",400 MB,df162a1e42b64b7a9f6f586b799c0e96
Windows 7,"Intel Core i3-7100, AMD FX-8100 or equivalent",4 GB,"Intel UHD 630, Geforce GTX 275, Quadro 2000D or equivalent",400 MB,df162a1e42b64b7a9f6f586b799c0e96
Windows 7 64-bit,Intel Core i3-2120 / AMD Phenom II X4,4 GB of RAM,Nvidia GTX 460 / AMD Radeon R9 350,2 GB,8a433ac206d446f58666788aa94aed87
Windows 10 64-bit,Intel Core i5-6600 / AMD Ryzen 3,8 GB of RAM,Nvidia GTX 1050Ti / AMD Radeon RX 570,2 GB,8a433ac206d446f58666788aa94aed87
Windows 10 (64-bit),AMD FX 6300 X6 / Intel Core i5-3570K,8 GB,"1 GB VRAM, Radeon HD 7770 / GeForce GTX 560 Ti",50 GB,0eb875e7cf864f53999434bc1953729f
Windows 10 (64-bit),AMD Ryzen 5 2600 / Intel Core i5-8600K,16 GB,"6 GB VRAM, Radeon RX 5600 / GeForce GTX 1660",50 GB,0eb875e7cf864f53999434bc1953729f
Windows 7 (64-bit),"Quad-core Intel or AMD processor, 2.5 GHz or faster",8 GB RAM,NVIDIA GeForce GTX 580 / AMD Radeon 6970 HD or higher,5 GB available space,dbfa7d82892f406e8ba87d31a09adcad
Windows 10 (64-bit),Intel Core i5-7400 or AMD Ryzen 1600,16 GB RAM,NVIDIA GeForce 1060 or AMD Radeon RX 570,5 GB available space,dbfa7d82892f406e8ba87d31a09adcad
Windows 7/8/10 64-bit,3.2 GHz Dual Core Processor,4 GB RAM,"GeForce GTX 660, Radeon R7 370 or equivalent with 2 GB of video RAM",8 GB available space,1d43b9f055f846f38413d036f0cc2a04
Windows 7/8/10 64-bit,3.2 GHz Dual Core Processor,8 GB RAM,"GeForce 970, Radeon RX 580 or equivalent with 4GB of video RAM",8 GB available space,1d43b9f055f846f38413d036f0cc2a04
Windows 10 64 bit,Intel i5 6500,8GB,NVIDIA GTX 970,20GB,42864c360cb7442487f23f12cf1d1ebe
Windows 10 64 bit,Intel i7 8600,12GB,NVIDIA GTX 1070,20GB,42864c360cb7442487f23f12cf1d1ebe
Windows 7,Multi-core 1.8GHz or faster,4 GB,Nvidia GTX 760 or equivalent,1 GB,ff6e90ea72004c38ad8d74aa09202cb8
Windows 7,Multi-core 2.5GHz or faster,8 GB,Nvidia GTX 950 or equivalent,1 GB,ff6e90ea72004c38ad8d74aa09202cb8
"Windows 7 SP1 64-bit, Windows 8.1 64-bit, or Windows  10 64-bit (Windows 10 dev builds are not currently supported)",Intel Core i5 or equivalent,8 GB,NVIDIA® GeForce® GT 1030 or better,30 GB,acc319019e974ec9a4af28530141d888
"Windows 7 SP1 64-bit, Windows 8.1 64-bit, or Windows  10 64-bit (Windows 10 dev builds are not currently supported)",Intel Core i7 or equivalent,16 GB,NVIDIA® GeForce® GTX 1060 6GB or better,30 GB,acc319019e974ec9a4af28530141d888
Windows 7/8/10 64-bit,Core:i5 2.8 Ghz,4 GB RAM,Nvidia GTX 660 or AMD Radeon HD 7870 equivalent DX11 GPU,3 GB available space,6e57639bc193428d892a39cb86effe13
Requires a 64-bit processor and operating system,Core:i5 2.8 Ghz,4 GB RAM,Nvidia GTX 660 or AMD Radeon HD 7870 equivalent DX11 GPU,3 GB available space,6e57639bc193428d892a39cb86effe13
64-bit Windows 7 / 8 / 10,AMD / Intel processor running at 2.6 GHz or higher,4 GB RAM,"AMD/NVIDIA dedicated graphics card, with at least 1GB of dedicated VRAM",2 GB,71f4d4594664446b8fff7569f696317e
64-bit Windows 10,AMD / Intel processor running at 3.3 GHz or higher,8 GB RAM,"AMD/NVIDIA dedicated graphics card, with at least 2GB of dedicated VRAM",2 GB,71f4d4594664446b8fff7569f696317e
Windows 7,Dual Core CPU,2 GB RAM," Intel HD 4000, GeForce GT 330M, Radeon HD 4670 or equivalent",2 GB,f826bb54e078491a8322938983197d18
Windows 10,Quad Core CPU,4 GB RAM,"GeForce 560 or higher, AMD Radeon HD 5830 or higher",2 GB,f826bb54e078491a8322938983197d18
Windows 7 (SP1+) or later,"Intel Core Duo or later (x86, x64 architecture with SSE2 instruction set support)",1024 MB RAM,"DX10, DX11, DX12 capable",350 MB,50ad2ebf631c4704bdc9bafe004f8538
 Windows 7 or higher, Intel i3+,4 GB RAM,Nvidia 450 GTS / Radeon HD 5750 or better,500 mb,1786c8d9cd474bef9ce221929411633f
Windows 7,"Intel Core i3, Ryzen 3 or equivalent",4 GB RAM,"nVidia GeForce 8800 GT, AMD Radeon HD 2400, Intel HD or any graphics card / APUs released from 2012 onwards",2 GB available space,c46e9b1010da4611a1ffe6312a6b0431
Windows 10,"Intel Core i5, Ryzen 5 or equivalent",8 GB RAM,"nVidia GTX 1060, AMD RX 480 or better",2 GB available space,c46e9b1010da4611a1ffe6312a6b0431
"Windows 7 SP1 64bit, Windows 8.1 64bit Windows 10 64bit",Intel Core i3-2100 / AMD® FX-6300,4 GB,NVIDIA® GeForce GTX 750 Ti / AMD Radeon HD 7950,25GB,d3aab3ad521149a59ed4df4f48dd02c0
"Windows 7 SP1 64bit, Windows 8.1 64bit Windows 10 64bit",Intel Core i7-3770 / AMD® FX-8350,8GB,NVIDIA® GeForce GTX 970 / AMD Radeon R9 series,25GB,d3aab3ad521149a59ed4df4f48dd02c0
"Windows 8.1/10, 64-bit",Intel Core i5-7500,6 GB,NVIDIA GTX 750 Ti,7 GB,68577d1d90a14ce5ae129176f57c1fef
"Windows 8.1/10, 64-bit",Intel Core i5-7500,6 GB,NVIDIA GTX 1060,7 GB,68577d1d90a14ce5ae129176f57c1fef
Windows 7/8.1/10 64-Bit,2.6 GHz Dual Core,4 GB RAM,Nvidia GTX 460 or equivalent,16 GB Available Space,7675de59f0ab47548af2b2aa197c7f81
Windows 7/8.1/10 64-Bit,3.2 GHz Quad Core,8 GB RAM,Nvidia GTX 560 or equivalent,16 GB Available Space,7675de59f0ab47548af2b2aa197c7f81
Windows 7 / Windows 8 / Windows 10,Core i5 processor or equivalent,4 GB RAM,Intel HD4400 / AMD Radeon 5750 1Gb VRAM / NVidia Geforce 640 1Gb VRAM,3 GB available space,5ad56a6ec55a4302a01de43607d3e606
